id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
V0018006;2024-05-22;C03439;P0207;T002;PR000;1;6.18;0.0
V0015879;06/09/2025;C03587;P0014;T009;PR000;3;17.6;0.0
V0010745;2024-07-30;C03822;P0321;T002;PR000;1;31.66;0.0
V0028702;2024-01-23;C00735;P0436;T012;PR024;1;14.05;0.1
V0028754;02/02/2024;C03886;P0155;T015;PR000;4;14.68;0.0
V0008460;28/11/2024;C02964;P0251;T001;PR000;4;29.77;0.0
V0011580;2024-12-10;C02012;P0461;T010;PR019;3;14.01;0.1
V0013196;28/08/2024;C00230;P0088;T012;PR000;4;13.04;
V0015478;2025-05-24;C04647;P0332;T002;PR000;1;26.82;0.0
V0010457;2024-12-24;C04506;P0303;T009;PR000;2;24.44;0.0
V0020728;06/03/2024;C02847;P0406;T015;PR000;2;11.38;
V0006953;2024-09-24;C00640;P0480;T003;PR000;2;30.96;0.0
V0021869;2024-04-03;C03022;P0426;T014;PR000;5;12.26;0.0
V0019980;2024-02-24;C03544;P0398;T011;PR000;6;12.85;0.0
V0012720;25/06/2024;C04395;P0128;T013;PR000;1;62.82;0.0
V0017823;18/06/2025;C02465;P0185;T001;PR040;5;18.68;
V0007316;2025-06-15;C04650;P0152;T009;PR040;1;16.48;0.2
V0006683;19/07/2025;C00728;P0022;T011;PR000;3;10.34;0.0
V0027932;27/01/2025;C02663;P0500;T008;PR000;3;38.85;0.0
V0017382;22/08/2024;C04960;P0477;T004;PR000;1;10.2;0.0
V0011706;05/01/2024;C00126;P0001;T008;PR000;3;11.38;0.0
V0001012;2025-05-07;C03081;P0337;T006;PR006;1;8.18;
V0007246;04/08/2024;C02975;P0071;T011;PR000;1;18.48;0.0
V0008448;2024-07-16;C00426;P0069;T004;PR000;2;17.86;0.0
V0012009;19/12/2025;C04140;P0338;T006;PR000;1;20.95;0.0
V0022115;29/05/2024;C00643;P0471;T015;PR000;1;15.49;0.0
V0017108;2024-01-26;C04236;P0416;T002;PR024;1;18.4;0.1
V0006586;08/12/2025;C01870;P0391;T009;PR000;3;22.4;0.0
V0003456;2024-08-17;C00297;P0250;T013;PR039;2;23.32;0.05
V0024304;2024-10-31;C03810;P0185;T010;PR000;2;18.86;
V0013478;2024-03-13;C00879;P0038;T009;PR000;1;30.77;0.0
V0016172;09/11/2024;C04752;P0406;T010;PR030;1;11.31;0.15
V0015172;2025-12-18;C02139;P0208;T006;PR000;1;23.93;0.0
V0012667;2025-06-13;C02087;P0445;T003;PR000;2;17.47;0.0
V0006857;19/12/2024;C02802;P0121;T003;PR000;1;40.12;0.0
V0005060;18 de August de 2024;C01363;P0279;T007;PR000;1;22.96;
V0011090;10/10/2024;C03352;P0270;T011;PR000;3;10.75;0.0
V0026847;09/04/2025;C01407;P0022;T012;PR000;1;10.19;0.0
V0029923;18/07/2024;C04660;P0394;T002;PR018;4;18.69;0.1
V0015168;12/05/2024;C02624;P0063;T006;PR000;1;18.79;0.0
V0015853;2025-06-15;C01065;P0362;T003;PR000;2;6.11;0.0
V0026524;2025-01-23;C02108;P0341;T015;PR000;2;9.89;0.0
V0025335;03/08/2025;C01616;P0256;T006;PR000;1;34.44;0.0
V0005060;2025-11-25;C02100;P0267;T010;PR000;3;23.07;0.0
V0013602;2024-01-19;C04481;P0398;T009;PR000;1;12.14;0.0
V0008946;2024-11-15;C03896;P0469;T015;PR000;2;26.95;
V0008959;22/06/2024;C04075;P0439;T014;PR020;1;32.3;0.2
V0016848;28/11/2025;C02654;P0071;T010;PR000;4;17.81;0.0
V0016974;14 de August de 2025;C03036;P0134;T011;PR014;1;107.87;0.05
V0025620;2024-08-09;C02756;P0127;T012;PR000;2;22.17;0.0
V0024124;09/12/2025;C03231;P0465;T013;PR000;1;16.17;
V0028312;24/01/2024;C03524;P0197;T002;PR000;1;11.16;0.0
V0009744;09/06/2024;C00706;P0089;T011;PR000;2;26.64;0.0
V0006135;14/04/2025;C00187;P0404;T001;PR000;4;71.67;0.0
V0024956;2025-08-06;C02665;P0362;T012;PR000;1;6.43;0.0
V0028647;2025-10-23;C03352;P0096;T004;PR028;5;12.5;0.05
V0018512;2024-08-13;C03504;P0276;T008;PR039;2;41.81;0.05
V0006775;29/10/2024;C02945;P0474;T010;PR017;1;8.15;0.2
V0016675;11/12/2024;C00030;P0177;T007;PR000;1;16.57;0.0
V0023334;2024-01-22;C00388;P0235;T002;PR000;1;9.44;0.0
V0021605;14/09/2024;C02708;P0340;T012;PR000;1;65.37;0.0
V0000668;2024-06-18;C03840;P0473;T003;PR000;1;40.66;0.0
V0018419;12/11/2024;C01115;P0389;T008;PR010;1;47.57;0.15
V0021529;26/06/2025;C04753;P0045;T011;PR000;2;37.46;0.0
V0022205;2025-10-13;C03829;P0382;T003;PR000;1;33.5;0.0
V0004316;2024-06-30;C04998;P0168;T014;PR020;1;15.28;0.2
V0022871;28/05/2024;C00024;P0055;T014;PR000;1;61.28;0.0
V0024639;10/02/2025;C03538;P0331;T014;PR034;4;6.88;0.05
V0025413;10/10/2024;C04360;P0087;T004;PR000;3;6.31;0.0
V0000427;2024-06-18;C02587;P0335;T011;PR035;1;19.83;0.15
V0016894;2025-07-02;C01502;P0077;T012;PR000;1;26.63;0.0
V0005305;2024-07-02;C04316;P0237;T005;PR000;2;31.09;
V0006713;23/03/2024;C00180;P0407;T008;PR000;2;18.66;0.0
V0009408;18/06/2024;C01765;P0362;T010;PR020;1;6.1;
V0002558;2024-07-15;C02100;P0093;T006;PR000;1;16.01;0.0
V0025538;10/04/2024;C02224;P0436;T009;PR000;1;13.61;0.0
V0012982;07/07/2024;C03569;P0105;T014;PR000;3;25.5;0.0
V0001832;14 de April de 2024;C00927;P0086;T005;PR009;2;17.09;0.25
V0025638;19/10/2024;C00706;P0464;T001;PR000;3;13.16;0.0
V0025026;25/12/2024;C01502;P0114;T015;PR000;1;13.73;0.0
V0008734;11/12/2024;C02194;P0201;T001;PR000;1;27.03;0.0
V0011309;2025-09-05;C02587;P0446;T001;PR000;1;26.28;0.0
V0006519;2024-07-18;C02448;P0171;T008;PR000;5;22.5;0.0
V0003030;11/11/2025;C03489;P0011;T009;PR000;2;25.12;0.0
V0029594;2024-06-03;C04496;P0163;T003;PR000;4;39.5;0.0
V0009871;14 de July de 2024;C00952;P0111;T015;PR004;3;16.39;0.1
V0020065;19/04/2025;C03513;P0481;T006;PR000;1;18.74;0.0
V0019433;2024-05-03;C00107;P0060;T002;PR000;1;17.82;0.0
V0028373;2024-03-18;C04454;P0006;T010;PR000;1;15.53;0.0
V0004501;2024-03-06;C01456;P0089;T002;PR027;1;27.0;0.1
V0006729;2025-04-05;C00795;P0026;T009;PR000;6;27.33;0.0
V0028393;2025-08-16;C03774;P0026;T011;PR014;1;28.0;0.05
V0014856;20/07/2024;C02226;P0270;T012;PR000;1;11.34;0.0
V0005432;06/08/2025;C03258;P0055;T001;PR000;4;57.1;0.0
V0025444;10/03/2024;C02707;P0038;T007;PR029;1;31.9;0.2
V0015324;11/11/2024;C02941;P0307;T011;PR000;3;24.59;0.0
V0014442;2024-02-29;C04907;P0222;T005;PR029;5;13.5;0.2
V0006811;2025-07-12;C03392;P0079;T003;PR000;3;13.68;0.0
V0020150;07/06/2025;C00534;P0033;T001;PR000;2;21.8;0.0
V0008264;2025-06-04;C01903;P0321;T012;PR000;1;32.95;0.0
V0001166;01/08/2024;C02445;P0496;T005;PR000;1;28.6;0.0
V0014159;01/12/2025;C02313;P0086;T013;PR000;1;16.55;0.0
V0000006;23/11/2025;C02221;P0250;T004;PR000;1;22.8;0.0
V0009474;11/07/2025;C03822;P0439;T014;PR000;1;30.47;0.0
V0018710;2024-12-17;C02469;P0203;T014;PR000;2;20.03;0.0
V0023133;2024-02-08;C00691;P0121;T014;PR000;1;41.84;0.0
V0019547;23/01/2024;C04298;P0276;T013;PR000;1;40.1;0.0
V0001223;2024-05-01;C03026;P0140;T002;PR000;2;7.16;0.0
V0000059;2025-03-27;C03710;P0321;T005;PR000;1;34.99;0.0
V0025126;2025-08-10;C04636;P0221;T009;PR000;100;16.46;0.0
V0020892;2025-12-07;C00706;P0311;T010;PR000;1;27.8;0.0
V0028695;2024-05-30;C03457;P0271;T008;PR000;1;7.47;0.0
V0003501;2024-07-27;C03803;P0174;T009;PR000;1;25.12;0.0
V0024008;15/02/2024;C01840;P0477;T002;PR000;4;10.16;0.0
V0022117;26/12/2025;C04555;P0500;T008;PR000;5;40.38;0.0
V0022016;29/07/2025;C02654;P0362;T004;PR000;4;5.77;0.0
V0018167;22/12/2024;C04677;P0266;T006;PR000;1;33.84;0.0
V0019867;2025-03-07;C00656;P0362;T004;PR000;2;6.14;0.0
V0018772;2025-02-22;C03025;P0296;T007;PR000;2;15.65;0.0
V0027948;18/07/2024;C03414;P0152;T004;PR004;1;16.36;0.1
V0029334;07/06/2024;C02583;P0092;T015;PR000;2;32.61;0.0
V0012531;10/08/2024;C00451;P0047;T002;PR000;3;21.4;0.0
V0029390;2024-07-15;C01502;P0340;T014;PR004;1;63.8;0.1
V0019508;2025-02-17;C02848;P0432;T013;PR000;3;16.47;0.0
V0011267;2024-08-19;C04371;P0208;T004;PR039;3;24.73;0.05
V0004640;06/07/2025;C00844;P0030;T012;PR000;1;31.49;0.0
V0011763;27/02/2025;C03663;P0473;T010;PR000;1;38.44;0.0
V0028490;25/01/2025;C01757;P0087;T011;PR000;1;6.28;0.0
V0029109;2025-12-09;C01579;P0455;T006;PR000;1;9.56;0.0
V0016593;30/08/2024;C04999;P0314;T001;PR012;1;20.76;
V0027530;28/04/2025;C03306;P0449;T004;PR000;4;47.83;
V0018621;2024-01-01;C03598;P0001;T005;PR003;3;12.32;0.2
V0008556;2025-07-10;C00766;P0154;T006;PR000;2;20.86;0.0
V0028237;2025-01-01;C00672;P0353;T012;PR000;3;23.1;0.0
V0014107;2024-06-25;C03414;P0140;T011;PR000;1;7.19;0.0
V0017124;2024-01-02;C00008;P0469;T009;PR000;3;26.21;0.0
V0012195;2025-06-23;C02372;P0097;T007;PR040;1;17.94;0.2
V0001982;2025-05-20;C03352;P0270;T011;PR000;6;10.94;0.0
V0012164;22/05/2025;C02654;P0061;T002;PR000;3;25.67;
V0029176;2024-12-03;C00916;P0249;T012;PR000;2;13.2;0.0
V0020475;2025-05-01;C03099;P0270;T014;PR000;1;11.23;0.0
V0021120;2025-03-03;C02741;P0247;T004;PR000;1;20.15;0.0
V0020829;2024-07-11;C02654;P0235;T014;PR000;1;9.36;0.0
V0026056;2025-01-14;C01096;P0461;T011;PR000;2;13.6;0.0
V0019057;11 de January de 2025;C01729;P0322;T004;PR000;2;16.69;0.0
V0004973;2025-08-30;C03803;P0104;T012;PR014;2;18.06;0.05
V0008095;01/12/2024;C04210;P0384;T013;PR000;4;41.05;0.0
V0006051;2024-12-02;C02216;P0109;T015;PR000;5;34.21;0.0
V0024528;2025-11-01;C00643;P0339;T014;PR000;1;9.73;0.0
V0024955;2024-07-13;C01502;P0462;T010;PR000;3;16.07;0.0
V0012579;13/11/2025;C03796;P0333;T008;PR000;3;14.95;0.0
V0029882;2024-05-01;C00230;P0185;T002;PR000;1;19.48;0.0
V0022215;2025-09-29;C04917;P0237;T004;PR000;1;33.66;0.0
V0025052;2024-06-05;C01587;P0202;T014;PR000;2;43.16;0.0
V0023709;25/11/2024;C00107;P0441;T013;PR010;25;12.4;0.15
V0020924;23/12/2025;C03099;P0303;T006;PR000;1;23.64;0.0
V0018793;2024-03-29;C00066;P0485;T001;PR031;1;47.34;0.1
V0000331;15/09/2025;C03640;P0055;T006;PR000;3;57.66;0.0
V0028948;2024-12-28;C00522;P0030;T007;PR000;1;31.64;0.0
V0020570;10/04/2024;C01865;P0006;T004;PR025;1;15.1;0.05
V0025518;2025-12-09;C00677;P0009;T009;PR000;1;14.32;0.0
V0014391;09/02/2025;C01484;P0063;T015;PR000;4;19.84;0.0
V0004646;2025-10-20;C01833;P0377;T005;PR000;4;32.28;0.0
V0010846;12/10/2025;C00448;P0467;T012;PR000;1;10.06;0.0
V0009359;12/01/2024;C01721;P0152;T004;PR000;2;16.18;0.0
V0014721;2024-07-23;C02414;P0333;T010;PR000;1;15.9;0.0
V0013801;13/09/2024;C04326;P0254;T004;PR000;2;36.24;0.0
V0011627;2025-01-26;C02654;P0301;T012;PR000;1;36.1;0.0
V0029774;04/03/2024;C02340;P0152;T011;PR000;2;17.35;0.0
V0001521;2024-10-28;C03231;P0085;T011;PR000;5;14.63;0.0
V0019134;23/08/2025;C00279;P0026;T015;PR000;1;27.35;0.0
V0015228;2024-05-28;C04946;P0198;T008;PR000;1;69.5;0.0
V0010996;2025-06-19;C03457;P0177;T006;PR000;1;16.66;0.0
V0015583;2024-12-13;C03415;P0439;T002;PR000;1;30.35;0.0
V0024469;03/03/2024;C03434;P0030;T001;PR000;3;31.23;0.0
V0000384;2024-06-01;C04922;P0261;T005;PR000;2;11.76;0.0
V0021587;03/05/2024;C01502;P0071;T013;PR000;3;19.21;0.0
V0028729;16/04/2025;C03751;P0389;T002;PR000;2;46.47;0.0
V0022506;2024-03-20;C00723;P0069;T011;PR007;3;17.18;0.25
V0024735;2025-08-30;C00085;P0406;T013;PR000;1;11.46;0.0
V0004630;2025-08-17;C01465;P0102;T005;PR000;1;17.39;0.0
V0005229;2024-03-12;C02586;P0357;T009;PR007;1;13.83;0.25
V0009146;2025-10-26;C04724;P0415;T007;PR000;3;27.45;0.0
V0015101;2025-12-12;C04488;P0171;T004;PR000;1;23.63;0.0
V0008001;2024-02-04;C03722;P0365;T015;PR000;2;35.94;0.0
V0022204;08/12/2025;C03457;P0348;T009;PR000;4;27.59;0.0
V0011194;29/07/2024;C02837;P0255;T012;PR000;1;16.58;0.0
V0012621;21/05/2025;C01434;P0394;T011;PR000;1;18.06;0.0
V0010102;30/05/2024;C03480;P0210;T008;PR000;1;20.75;0.0
V0010985;2025-08-25;C00228;P0235;T011;PR000;1;9.71;0.0
V0027703;2025-09-17;C02030;P0474;T005;PR000;5;8.25;0.0
V0021889;2025-12-21;C01636;P0125;T008;PR000;1;20.4;0.0
V0008141;27/12/2025;C02996;P0027;T011;PR000;2;29.62;0.0
V0000790;2024-03-08;C00829;P0325;T013;PR007;1;22.47;0.25
V0018225;16/05/2025;C02654;P0105;T007;PR000;2;25.01;0.0
V0017970;26/07/2024;C00647;P0292;T014;PR000;1;15.97;0.0
V0018945;21 de April de 2024;C04907;P0364;T008;PR000;4;32.65;0.0
V0028933;09/05/2024;C00560;P0369;T015;PR000;1;17.47;0.0
V0014170;02/12/2025;C02030;P0249;T003;PR000;1;13.25;0.0
V0025399;05/06/2025;C00795;P0465;T011;PR000;2;14.92;0.0
V0027841;2024-02-11;C00653;P0436;T011;PR000;2;13.72;0.0
V0029440;18/08/2025;C00903;P0161;T003;PR000;3;12.33;0.0
V0023636;2024-08-20;C01502;P0353;T008;PR000;1;24.25;0.0
V0012931;18/12/2024;C04441;P0049;T014;PR000;5;39.22;0.0
V0006735;2025-07-05;C01745;P0311;T010;PR000;3;29.05;0.0
V0015110;30/05/2025;C03958;P0074;T010;PR000;2;27.34;0.0
V0003266;14/12/2024;C02392;P0446;T002;PR000;1;25.1;0.0
V0008657;2025-01-09;C01214;P0426;T015;PR000;1;11.47;0.0
V0007615;2024-02-04;C00764;P0221;T006;PR037;6;16.63;0.25
V0019474;31/12/2024;C01028;P0325;T007;PR000;3;22.95;0.0
V0028793;16/09/2024;C00678;P0298;T009;PR000;4;42.73;0.0
V0024184;01/08/2024;C00812;P0156;T013;PR000;2;26.0;0.0
V0004382;2024-07-25;C01056;P0144;T013;PR000;1;34.13;
V0009604;2025-05-09;C03604;P0224;T012;PR000;2;36.47;0.0
V0008555;2024-11-28;C01780;P0217;T014;PR000;1;13.51;0.0
V0023234;25 de November de 2024;C00590;P0134;T003;PR010;3;110.08;0.15
V0003487;2024-05-18;C03022;P0485;T010;PR000;2;47.5;0.0
V0005179;2025-12-13;C04997;P0056;T006;PR000;1;27.49;0.0
V0001669;2024-07-04;C04259;P0142;T008;PR000;5;20.83;0.0
V0014722;10/11/2024;C04316;P0389;T011;PR030;1;47.26;0.15
V0024148;11/06/2024;C01767;P0152;T013;PR000;3;17.42;0.0
V0004258;2025-06-20;C01238;P0075;T003;PR000;1;4.15;0.0
V0007390;02/12/2024;C01104;P0088;T015;PR000;1;12.84;0.0
V0015585;2024-11-16;C00463;P0185;T015;PR000;3;18.58;0.0
V0010579;20/07/2025;C03900;P0359;T005;PR000;1;22.38;0.0
V0021866;15/01/2025;C04461;P0367;T007;PR000;2;44.55;0.0
V0000035;17/12/2024;C01363;P0421;T004;PR000;1;20.94;
V0007866;13/12/2025;C03041;P0225;T008;PR000;1;7.76;0.0
V0001302;22/06/2025;C02629;P0109;T002;PR000;1;33.87;0.0
V0021279;20/07/2025;C03457;P0283;T005;PR000;1;9.28;0.0
V0000860;2025-11-04;C01091;P0181;T003;PR001;1;30.2;0.05
V0027631;2025-12-14;C04101;P0243;T014;PR000;3;17.74;0.0
V0006678;15/03/2024;C00590;P0471;T015;PR029;6;15.06;0.2
V0010925;29/12/2025;C03284;P0019;T010;PR000;1;18.53;0.0
V0009934;20/06/2025;C00842;P0087;T006;PR000;2;6.2;0.0
V0007215;2025-03-24;C03592;P0369;T002;PR016;2;19.16;0.05
V0016696;16/11/2024;C02278;P0129;T002;PR010;3;19.77;0.15
V0013671;13/09/2024;C03426;P0222;T012;PR000;1;14.02;0.0
V0023211;15/08/2025;C00158;P0439;T015;PR000;1;31.38;0.0
V0007947;13/05/2025;C00643;P0319;T003;PR000;1;11.28;0.0
V0007202;2024-06-19;C01129;P0325;T006;PR000;2;22.53;0.0
V0011796;2025-04-08;C01517;P0464;T003;PR000;4;13.0;0.0
V0001984;2024-05-03;C03544;P0134;T008;PR000;1;108.2;0.0
V0016292;2024-12-29;C00952;P0093;T015;PR000;1;17.99;0.0
V0018414;2025-03-15;C01676;P0464;T008;PR000;1;13.31;
V0011140;2025-04-28;C01515;P0367;T006;PR006;1;46.48;0.2
V0006838;06/05/2024;C01133;P0151;T006;PR000;3;12.74;0.0
V0017157;28/03/2024;C02587;P0462;T007;PR000;1;16.65;0.0
V0013669;2024-07-20;C04640;P0343;T004;PR000;1;12.89;
V0019036;06/04/2025;C03925;P0293;T008;PR000;2;25.98;0.0
V0009752;2025-07-29;C00556;PX0151;T013;PR000;1;21.48;0.0
V0002781;14/07/2025;C04735;P0463;T015;PR000;2;23.73;0.0
V0022184;07 de September de 2024;C04013;P0362;T011;PR000;3;6.03;0.0
V0008814;10/04/2024;C02414;P0033;T012;PR009;5;21.78;0.25
V0006333;2024-12-31;C03372;P0305;T009;PR000;1;12.01;0.0
V0025287;2024-04-01;C04926;P0207;T015;PR000;2;6.35;
V0017030;2025-01-26;C01756;P0030;T013;PR000;2;30.3;0.0
V0028771;30/05/2025;C02794;P0027;T007;PR000;2;33.02;0.0
V0026986;2024-08-28;C00334;P0153;T004;PR039;1;12.43;0.05
V0028999;2024-01-08;C02075;P0086;T013;PR003;3;17.1;0.2
V0012474;2025-04-18;C01089;P0063;T008;PR000;3;18.8;0.0
V0022513;2024-02-01;C03694;P0147;T003;PR024;1;13.85;0.1
V0004773;2024-12-01;C01868;P0353;T009;PR000;1;23.76;0.0
V0029003;30/12/2025;C00916;P0153;T007;PR000;1;12.68;0.0
V0012279;2024-10-13;C02973;P0325;T013;PR000;2;23.1;0.0
V0006723;16/01/2024;C00627;P0164;T002;PR000;1;20.22;0.0
V0011897;28 de December de 2024;C01490;P0350;T010;PR000;2;19.9;0.0
V0027237;2024-07-28;C00706;P0473;T014;PR000;5;43.14;0.0
V0009090;27/06/2025;C01978;P0414;T015;PR040;2;23.48;0.2
V0028037;2024-11-09;C02237;P0023;T011;PR030;3;24.7;0.15
V0003490;21/07/2025;C04716;P0439;T004;PR000;2;31.61;0.0
V0017719;17/09/2024;C01414;P0283;T009;PR000;4;8.15;0.0
V0004246;2025-01-16;C01332;P0203;T005;PR000;2;19.37;0.0
V0002210;2025-11-23;C00175;P0040;T004;PR000;4;25.1;0.0
V0013868;18/06/2024;C03538;P0105;T005;PR000;1;26.99;
V0023438;2024-08-23;C04482;P0343;T003;PR000;1;12.67;0.0
V0003252;2025-10-25;C02079;P0177;T012;PR000;4;16.29;0.0
V0005876;14/12/2024;C00165;P0227;T004;PR019;5;34.91;0.1
V0014212;2024-08-26;C00643;P0381;T011;PR000;1;28.01;0.0
V0013101;30/01/2024;C01406;P0194;T015;PR000;3;17.09;0.0
V0011180;20/11/2024;C02861;P0161;T011;PR000;1;12.67;0.0
V0025460;31/12/2024;C00394;P0491;T007;PR000;1;24.54;0.0
V0009309;2024-11-10;C04529;P0346;T011;PR030;1;6.31;0.15
V0019071;2024-07-28;C03498;P0331;T010;PR000;5;7.15;0.0
V0019192;12/10/2024;C02634;P0123;T006;PR000;3;13.39;
V0015193;2025-05-04;C02481;P0200;T013;PR000;2;8.45;0.0
V0011694;29 de October de 2025;C04534;P0195;T009;PR000;2;19.31;0.0
V0004393;10/05/2025;C01504;P0451;T013;PR000;3;29.19;0.0
V0021823;2025-05-07;C01394;P0362;T002;PR006;5;6.13;0.2
V0007131;2025-08-25;C01100;P0001;T001;PR005;1;12.42;
V0015164;2024-05-22;C02847;P0281;T002;PR000;4;33.71;
V0010035;2024-08-13;C04109;P0195;T015;PR039;3;20.13;0.05
V0027408;12/02/2024;C03094;P0298;T007;PR000;4;42.86;0.0
V0006165;26/09/2024;C02710;P0040;T002;PR000;1;24.63;0.0
V0008770;30/12/2025;C02414;P0409;T012;PR000;1;29.97;0.0
V0016460;2024-09-06;C03774;PX0123;T008;PR000;3;10.69;0.0
V0002433;18/03/2024;C04918;P0319;T012;PR007;3;10.81;0.25
V0025394;13/12/2024;C00200;P0097;T015;PR000;1;18.31;0.0
V0015846;28/09/2024;C04859;P0254;T015;PR000;2;35.36;0.0
V0004812;2024-06-20;C04725;P0458;T003;PR035;5;79.81;0.15
V0002354;2024-10-15;C00337;P0083;T013;PR000;1;17.42;0.0
V0011340;11 de May de 2025;C01330;P0407;T011;PR000;2;18.42;0.0
V0000612;27/12/2024;C02414;P0467;T001;PR000;1;9.84;0.0
V0019075;20/09/2025;C02660;P0296;T010;PR000;2;15.73;0.0
V0008116;23/12/2024;C01716;P0378;T005;PR000;1;8.07;
V0026357;2024-03-04;C04446;P0074;T006;PR000;4;25.82;0.0
V0026676;28/07/2024;C04093;P0359;T005;PR000;1;23.01;0.0
V0002663;2024-11-18;C02091;P0458;T009;PR000;2;76.65;0.0
V0023248;2025-03-14;C01843;P0086;T015;PR016;5;16.8;0.05
V0000205;2025-02-05;C03912;P0208;T007;PR000;1;24.03;
V0020403;2025-02-28;C00932;P0026;T011;PR000;2;26.34;
V0004761;2024-07-28;C02197;P0458;T004;PR000;1;77.7;0.0
V0020036;2025-08-25;C01502;P0128;T014;PR000;3;61.27;0.0
V0018583;17/02/2025;C04546;P0381;T014;PR000;1;27.78;0.0
V0004778;27/12/2024;C02587;P0098;T004;PR000;2;11.27;0.0
V0027454;12/08/2024;C00721;P0390;T015;PR039;2;44.9;0.05
V0025207;2024-08-16;C04972;P0490;T013;PR000;3;26.92;0.0
V0019679;27/10/2024;C01502;P0362;T010;PR036;1;6.27;0.15
V0000688;2025-07-22;C03151;P0372;T006;PR000;2;11.01;0.0
V0009821;21/12/2024;C04921;P0368;T003;PR000;1;12.3;0.0
V0029350;13/05/2024;C03753;P0496;T014;PR038;1;28.03;0.2
V0001097;20/07/2025;C00916;P0144;T010;PR000;3;34.96;0.0
V0001304;20/05/2025;C00158;P0106;T010;PR000;1;14.34;0.0
V0016362;2025-12-08;C02276;P0093;T004;PR000;1;16.25;0.0
V0015973;22/01/2025;C04446;P0026;T015;PR000;3;27.32;0.0
V0025513;13/05/2025;C02455;P0278;T001;PR006;1;26.04;0.2
V0010642;22/12/2024;C02725;PX0055;T006;PR000;1;12.74;0.0
V0014642;2025-06-03;C02911;P0250;T007;PR000;2;21.7;0.0
V0013799;2024-12-02;C02654;P0281;T008;PR000;1;32.44;0.0
V0014732;01/05/2024;C00107;P0016;T011;PR000;1;59.69;0.0
V0008027;2025-12-25;C04212;P0319;T012;PR000;1;11.0;0.0
V0004321;02/07/2025;C01173;P0113;T009;PR040;2;50.6;0.2
V0017922;07/04/2025;C00394;P0042;T005;PR000;2;8.72;0.0
V0022833;22/12/2024;C04510;P0197;T003;PR019;1;11.07;0.1
V0002729;2025-06-27;C04417;P0398;T007;PR040;2;12.73;0.2
V0007340;22/04/2024;C00030;P0103;T006;PR000;2;16.53;0.0
V0029891;02/09/2024;C03772;P0404;T004;PR000;2;75.04;0.0
V0000472;20/04/2024;C03973;P0377;T004;PR000;1;31.98;0.0
V0029526;2024-04-21;C00748;P0389;T014;PR000;1;47.32;0.0
V0005102;2024-01-17;C00989;P0038;T003;PR000;2;30.01;0.0
V0012622;18/07/2025;C01502;P0097;T014;PR000;4;17.47;0.0
V0022693;06/07/2024;C04259;P0390;T004;PR000;2;42.28;0.0
V0023519;07/09/2025;C02414;P0470;T013;PR026;1;13.63;0.15
V0019341;2025-11-08;C03290;P0328;T015;PR000;2;11.86;0.0
V0000295;25/05/2024;C01371;P0325;T015;PR000;1;21.42;0.0
V0029382;2025-06-25;C02318;P0296;T005;PR040;3;14.86;0.2
V0026238;2024-12-13;C02799;P0271;T001;PR000;5;7.29;0.0
V0016810;20/11/2025;C01085;P0325;T008;PR000;2;22.93;0.0
V0003702;24 de December de 2024;C01655;P0006;T005;PR019;2;15.45;0.1
V0025396;20 de October de 2024;C03615;P0355;T013;PR000;4;17.79;
V0003249;08/08/2024;C04614;P0305;T006;PR000;2;11.66;0.0
V0014570;2025-11-08;C04154;P0366;T012;PR000;2;24.31;0.0
V0028513;05/07/2024;C02663;P0078;T011;PR004;1;17.5;
V0018405;2024-06-14;C02883;P0496;T002;PR000;1;27.46;0.0
V0000083;04/05/2025;C04761;P0249;T004;PR000;1;13.93;0.0
V0006747;2024-12-09;C02847;P0198;T007;PR000;1;70.66;0.0
V0012796;05/04/2024;C02139;P0328;T010;PR000;3;12.5;0.0
V0010905;21/04/2024;C01601;P0471;T013;PR000;1;14.16;0.0
V0009768;2024-07-30;C01548;P0498;T013;PR000;2;23.46;0.0
V0007694;23/07/2025;C02654;P0395;T006;PR000;1;10.06;0.0
V0019884;06/07/2025;C03659;P0337;T011;PR000;2;8.08;0.0
V0018872;22/06/2024;C03982;P0350;T010;PR000;2;21.31;0.0
V0008632;20/12/2024;C04507;P0321;T009;PR000;2;33.03;0.0
V0010443;29/03/2024;C02515;P0179;T015;PR031;3;18.22;0.1
V0001626;2025-06-30;C03254;P0366;T001;PR000;2;24.93;0.0
V0027454;07/08/2025;C02587;P0478;T006;PR000;1;46.18;0.0
V0022691;31/10/2025;C00228;P0311;T001;PR000;6;28.64;0.0
V0018557;2024-09-14;C01032;P0095;T014;PR000;4;33.57;0.0
V0020751;2024-07-18;C00017;P0461;T013;PR000;2;14.59;0.0
V0018740;07/05/2024;C00169;P0398;T009;PR000;2;12.34;0.0
V0028991;20/02/2024;C00656;P0284;T013;PR000;1;20.79;0.0
V0013979;2024-08-24;C01961;P0109;T007;PR000;2;33.56;0.0
V0027338;2025-07-20;C00030;P0303;T002;PR000;1;22.69;0.0
V0008961;2025-06-13;C04794;P0075;T013;PR000;1;3.86;0.0
V0012217;25/12/2025;C00170;P0025;T008;PR000;1;17.39;0.0
V0012333;05/10/2024;C02280;P0069;T014;PR000;1;18.27;0.0
V0006571;2024-07-28;C03942;P0338;T012;PR000;4;19.05;0.0
V0023032;19/10/2024;C01590;P0148;T004;PR036;2;6.18;0.15
