id_cliente;recencia_dias;frecuencia_boletas;monto_total;ticket_promedio;categorias_distintas;promo_rate;online_rate;segmento_programa;abandono;probabilidad_abandono;nivel_riesgo
C01636;568;2;55.78;27.89;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C01637;99;2;51.239999999999995;25.619999999999997;1;0.0;0.0;Oro;1;0.6319492282297251;Medio
C01640;77;3;114.274;38.09133333333333;3;0.3333333333333333;0.3333333333333333;Oro;1;0.6319492282297251;Medio
C02470;363;3;66.91;22.30333333333333;3;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02475;78;2;99.7;49.85;2;0.5;0.5;Bronce;0;0.6319492282297251;Medio
C04836;55;2;19.041999999999998;9.520999999999999;2;0.5;0.0;Plata;0;0.6319492282297251;Medio
C02480;261;2;63.09;31.545;2;0.5;0.0;Black;1;0.6319492282297251;Medio
C02483;234;1;64.2;64.2;1;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02487;528;1;40.94;40.94;1;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02494;176;2;131.65;65.825;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02497;77;4;212.44;53.11;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C01622;263;4;137.24;34.31;4;0.0;0.0;Oro;1;0.6319492282297251;Medio
C01625;60;4;119.81;29.9525;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C01626;1;1;39.36;39.36;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02500;80;2;143.608;71.804;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C02503;125;3;127.24;42.413333333333334;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02505;61;4;140.57999999999998;35.144999999999996;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02478;256;3;100.37;33.45666666666667;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02557;73;3;141.63;47.21;2;0.3333333333333333;0.3333333333333333;Bronce;1;0.6319492282297251;Medio
C02558;300;4;72.48;18.12;4;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02559;55;4;150.48;37.62;4;0.25;0.25;Bronce;1;0.6319492282297251;Medio
C02564;87;2;57.056;28.528;2;0.5;0.0;Bronce;0;0.6319492282297251;Medio
C02565;56;4;223.56;55.89;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02566;178;2;58.25;29.125;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C03171;6;4;98.7985;24.699625;4;0.5;0.0;Bronce;0;0.6319492282297251;Medio
C01549;359;3;97.12;32.373333333333335;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C01560;266;2;42.5;21.25;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C01561;186;2;70.55;35.275;1;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02581;61;4;154.53300000000002;38.633250000000004;3;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C02523;57;3;46.638999999999996;15.546333333333331;2;0.3333333333333333;0.0;Oro;1;0.6319492282297251;Medio
C02584;42;4;78.63;19.6575;2;0.0;0.25;Plata;1;0.6319492282297251;Medio
C02590;243;4;156.25;39.0625;2;0.25;0.0;Bronce;0;0.6319492282297251;Medio
C02591;8;3;47.5585;15.852833333333335;3;0.6666666666666666;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C01532;39;3;103.19500000000001;34.39833333333333;2;0.6666666666666666;0.0;Plata;1;0.6319492282297251;Medio
C01534;338;3;187.788;62.596000000000004;2;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C01539;319;4;163.74099999999999;40.935249999999996;4;0.5;0.25;Plata;0;0.6319492282297251;Medio
C01541;4;3;107.776;35.925333333333334;3;0.6666666666666666;0.0;Bronce;0;0.6319492282297251;Medio
C01543;172;3;141.08999999999997;47.029999999999994;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C01547;116;3;73.131;24.377;3;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C02599;82;3;94.106;31.368666666666666;3;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C02600;102;3;67.98;22.66;3;0.3333333333333333;0.0;Plata;1;0.6319492282297251;Medio
C02582;166;4;244.60999999999999;61.152499999999996;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02524;428;1;25.93;25.93;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02525;133;4;234.722;58.6805;4;0.75;0.0;Oro;0;0.6319492282297251;Medio
C02531;43;2;119.19600000000001;59.598000000000006;2;1.0;0.0;Plata;1;0.6319492282297251;Medio
C01580;86;4;123.004;30.751;3;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C01581;134;4;113.26;28.315;3;0.0;0.0;Oro;0;0.6319492282297251;Medio
C01583;63;2;126.61;63.305;2;0.0;0.0;Oro;0;0.6319492282297251;Medio
C01585;88;2;40.308;20.154;2;0.5;0.0;Plata;0;0.6319492282297251;Medio
C01586;347;4;139.569;34.89225;2;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C01592;164;2;134.274;67.137;2;0.5;0.0;Plata;1;0.6319492282297251;Medio
C01593;27;4;103.018;25.7545;4;0.25;0.0;Plata;0;0.6319492282297251;Medio
C01595;203;3;156.43;52.14333333333334;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02555;63;4;130.75;32.6875;4;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02538;24;3;80.61;26.87;3;0.0;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C02541;164;4;291.35;72.8375;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02544;218;2;26.52;13.26;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02545;466;2;41.998000000000005;20.999000000000002;1;0.5;0.0;Plata;0;0.6319492282297251;Medio
C01565;161;4;219.57;54.8925;4;0.0;0.0;Oro;0;0.6319492282297251;Medio
C01568;90;3;111.37;37.123333333333335;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C01572;18;4;169.06;42.265;4;0.0;0.0;Oro;0;0.6319492282297251;Medio
C01574;31;4;148.519;37.12975;3;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C01578;260;4;148.04;37.01;4;0.0;0.25;Bronce;1;0.6319492282297251;Medio
C02548;427;3;170.02;56.67333333333334;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02552;6;2;120.22999999999999;60.114999999999995;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02554;75;2;39.03;19.515;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02534;43;4;81.848;20.462;3;0.25;0.0;Plata;0;0.6319492282297251;Medio
C02303;134;2;47.42;23.71;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C01710;276;3;196.342;65.44733333333333;2;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C01713;396;1;14.24;14.24;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C01714;59;1;7.88;7.88;1;0.0;0.0;Oro;1;0.6319492282297251;Medio
C01716;184;4;100.91;25.2275;4;0.0;0.0;Plata;1;0.6319492282297251;Medio
C01717;256;2;90.69200000000001;45.346000000000004;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C01720;182;2;119.27000000000001;59.635000000000005;2;0.0;0.0;Plata;0;0.6319492282297251;Medio
C01725;319;2;67.22;33.61;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02321;74;4;86.62;21.655;4;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02323;85;4;152.70000000000002;38.175000000000004;4;0.0;0.25;Oro;0;0.6319492282297251;Medio
C02325;171;1;17.08;17.08;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02444;57;2;98.79;49.395;2;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02336;214;3;150.91;50.303333333333335;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02337;63;4;238.14;59.535;4;0.0;0.25;Bronce;1;0.6319492282297251;Medio
C01697;332;3;138.13;46.04333333333333;2;0.0;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C01701;237;2;92.56;46.28;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C01705;292;2;45.601;22.8005;2;0.5;0.0;Bronce;0;0.6319492282297251;Medio
C01707;113;4;123.56;30.89;4;0.0;0.25;Plata;1;0.6319492282297251;Medio
C02339;160;4;60.21;15.0525;3;0.25;0.25;Bronce;1;0.6319492282297251;Medio
C02341;95;3;163.576;54.52533333333333;3;0.6666666666666666;0.0;Bronce;1;0.6319492282297251;Medio
C02342;100;3;140.75150000000002;46.917166666666674;2;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C02344;111;4;175.5575;43.889375;4;0.25;0.25;Bronce;0;0.6319492282297251;Medio
C01679;141;3;121.2225;40.4075;3;0.3333333333333333;0.0;Oro;1;0.6319492282297251;Medio
C02328;171;2;40.59;20.295;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02273;52;4;92.848;23.212;4;0.25;0.25;Bronce;1;0.6319492282297251;Medio
C01726;142;4;197.143;49.28575;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C01727;618;2;98.292;49.146;2;0.5;0.0;Plata;0;0.6319492282297251;Medio
C01734;77;3;110.344;36.78133333333333;3;0.3333333333333333;0.0;Oro;1;0.6319492282297251;Medio
C01738;558;2;110.12;55.06;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C01741;194;1;49.17;49.17;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02286;275;4;204.09;51.0225;3;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02287;105;2;24.880000000000003;12.440000000000001;2;0.5;0.0;Black;1;0.6319492282297251;Medio
C02295;183;3;69.23349999999999;23.07783333333333;3;0.3333333333333333;0.0;Plata;1;0.6319492282297251;Medio
C04876;51;3;98.28;32.76;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C04877;77;2;119.85;59.925;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02297;259;3;118.146;39.382;2;0.3333333333333333;0.0;Plata;1;0.6319492282297251;Medio
C04882;93;3;113.24000000000001;37.74666666666667;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00075;232;3;77.63;25.876666666666665;2;0.6666666666666666;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C00076;55;4;170.88;42.72;4;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C00078;284;3;166.501;55.50033333333334;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C00082;286;2;65.36;32.68;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00087;109;4;256.78;64.195;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04883;71;4;231.12199999999999;57.780499999999996;4;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C04888;250;2;38.54;19.27;1;0.5;0.0;Plata;0;0.6319492282297251;Medio
C04895;8;4;179.101;44.77525;4;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C04898;45;2;82.188;41.094;2;0.5;0.0;Oro;0;0.6319492282297251;Medio
C04900;576;2;51.93;25.965;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C04880;117;1;59.7;59.7;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C01662;439;1;11.25;11.25;1;1.0;0.0;Plata;0;0.6319492282297251;Medio
C01664;570;3;91.188;30.396;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C01665;109;1;12.77;12.77;1;0.0;0.0;Oro;1;0.6319492282297251;Medio
C01668;95;3;58.900000000000006;19.633333333333336;3;0.0;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C01669;42;3;98.46;32.82;3;0.3333333333333333;0.0;Black;1;0.6319492282297251;Medio
C01674;55;3;182.2225;60.740833333333335;3;0.3333333333333333;0.0;Oro;1;0.6319492282297251;Medio
C02392;236;2;45.68;22.84;1;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02393;113;3;187.02;62.34;3;0.0;0.3333333333333333;Oro;0;0.6319492282297251;Medio
C02394;102;1;15.38;15.38;1;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02399;310;2;86.16;43.08;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02404;69;3;74.11;24.703333333333333;1;0.0;0.0;Oro;1;0.6319492282297251;Medio
C01682;161;3;90.22;30.073333333333334;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02415;55;4;189.06;47.265;3;0.5;0.0;Bronce;0;0.6319492282297251;Medio
C01649;316;1;27.591;27.591;1;1.0;0.0;Oro;1;0.6319492282297251;Medio
C01654;178;4;153.63;38.4075;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02421;117;4;160.84199999999998;40.210499999999996;4;0.25;0.25;Oro;0;0.6319492282297251;Medio
C02423;18;4;126.75999999999999;31.689999999999998;3;0.0;0.25;Plata;0;0.6319492282297251;Medio
C02425;92;4;138.91;34.7275;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02429;64;3;185.98000000000002;61.99333333333334;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02434;603;1;15.47;15.47;1;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C02435;228;3;142.28;47.42666666666667;3;0.0;0.3333333333333333;Bronce;1;0.6319492282297251;Medio
C02439;43;4;243.7365;60.934125;3;0.25;0.0;Plata;1;0.6319492282297251;Medio
C02440;27;2;49.46;24.73;1;0.0;0.5;Bronce;1;0.6319492282297251;Medio
C02412;108;4;195.81;48.9525;4;0.0;0.25;Bronce;1;0.6319492282297251;Medio
C01687;271;2;85.42;42.71;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C01688;111;2;51.13600000000001;25.568000000000005;2;0.5;0.0;Plata;1;0.6319492282297251;Medio
C01689;295;3;134.2845;44.761500000000005;3;0.3333333333333333;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C01690;37;4;155.448;38.862;4;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C02355;24;4;114.358;28.5895;3;0.75;0.25;Bronce;1;0.6319492282297251;Medio
C02356;46;3;36.82;12.273333333333333;3;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C02359;283;4;120.462;30.1155;3;0.5;0.25;Oro;1;0.6319492282297251;Medio
C02363;216;3;171.78;57.26;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C02364;309;3;48.71;16.236666666666668;3;0.0;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C02369;66;2;115.03999999999999;57.519999999999996;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C02370;237;4;229.13;57.2825;3;0.25;0.0;Plata;1;0.6319492282297251;Medio
C02384;149;3;98.518;32.839333333333336;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C04858;106;3;74.33800000000001;24.779333333333337;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C04866;156;4;220.848;55.212;4;0.5;0.0;Bronce;0;0.6319492282297251;Medio
C00093;183;4;183.76999999999998;45.942499999999995;4;0.0;0.0;Black;0;0.6319492282297251;Medio
C00095;152;4;97.13;24.2825;3;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00098;50;4;147.05;36.7625;3;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00099;95;4;100.29400000000001;25.073500000000003;3;0.25;0.25;Bronce;1;0.6319492282297251;Medio
C00102;609;1;6.543;6.543;1;1.0;0.0;Bronce;1;0.6319492282297251;Medio
C04868;354;4;269.35;67.3375;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C04874;89;2;49.44;24.72;1;0.0;0.5;Plata;1;0.6319492282297251;Medio
C04875;94;4;156.09;39.0225;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02380;26;4;156.924;39.231;1;0.75;0.0;Plata;1;0.6319492282297251;Medio
C02382;78;2;97.54;48.77;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C02376;350;4;238.54000000000002;59.635000000000005;3;0.0;0.0;Oro;0;0.6319492282297251;Medio
C03993;618;1;62.3;62.3;1;0.0;0.0;Black;1;0.6319492282297251;Medio
C03994;64;4;109.55;27.3875;4;0.0;0.0;Plata;1;0.6319492282297251;Medio
C04000;140;4;278.674;69.6685;2;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C04003;103;2;81.0;40.5;2;0.0;0.0;Black;0;0.6319492282297251;Medio
C04004;59;2;135.92000000000002;67.96000000000001;2;0.0;0.5;Bronce;0;0.6319492282297251;Medio
C04005;78;4;82.0;20.5;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04010;64;4;137.63;34.4075;3;0.25;0.0;Bronce;0;0.6319492282297251;Medio
C04011;300;2;61.26;30.63;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04014;204;4;119.806;29.9515;2;0.5;0.0;Black;0;0.6319492282297251;Medio
C04017;392;1;28.44;28.44;1;0.0;0.0;Plata;0;0.6319492282297251;Medio
C04022;72;2;133.46;66.73;2;0.5;0.0;Oro;1;0.6319492282297251;Medio
C03206;55;4;198.8675;49.716875;3;0.25;0.25;Bronce;0;0.6319492282297251;Medio
C04034;138;1;40.9;40.9;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00624;230;2;88.72999999999999;44.364999999999995;2;1.0;0.0;Oro;1;0.6319492282297251;Medio
C04042;401;3;53.624;17.874666666666666;2;0.3333333333333333;0.0;Plata;1;0.6319492282297251;Medio
C04043;472;1;12.33;12.33;1;0.0;0.0;Oro;1;0.6319492282297251;Medio
C04045;103;1;25.680000000000003;25.680000000000003;1;1.0;1.0;Bronce;1;0.6319492282297251;Medio
C04046;342;3;108.87;36.29;2;0.0;0.6666666666666666;Bronce;0;0.6319492282297251;Medio
C04049;323;2;142.077;71.0385;1;1.0;0.0;Bronce;1;0.6319492282297251;Medio
C04051;63;4;191.74;47.935;3;0.0;0.0;Oro;1;0.6319492282297251;Medio
C04052;1;4;183.19;45.7975;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00604;170;4;104.33;26.0825;2;0.25;0.25;Plata;1;0.6319492282297251;Medio
C00605;185;4;268.133;67.03325;3;0.5;0.25;Plata;0;0.6319492282297251;Medio
C04030;47;3;136.76;45.586666666666666;3;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C03972;67;2;78.06700000000001;39.033500000000004;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C00644;193;4;167.66;41.915;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00646;23;4;187.66;46.915;3;0.0;0.0;Oro;1;0.6319492282297251;Medio
C00647;61;3;36.01;12.003333333333332;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00657;365;1;31.8;31.8;1;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C03988;112;4;156.14;39.035;3;0.0;0.25;Plata;0;0.6319492282297251;Medio
C00629;62;4;168.5;42.125;3;0.0;0.5;Plata;0;0.6319492282297251;Medio
C00631;195;3;106.5;35.5;3;0.0;0.0;Oro;1;0.6319492282297251;Medio
C00632;99;3;60.32;20.106666666666666;3;0.0;0.0;Oro;1;0.6319492282297251;Medio
C04510;283;3;51.759;17.253;3;0.6666666666666666;0.0;Bronce;1;0.6319492282297251;Medio
C00303;444;1;18.29;18.29;1;0.0;0.0;Oro;0;0.6319492282297251;Medio
C03992;114;4;190.88;47.72;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00305;65;4;121.92;30.48;4;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C00308;45;4;100.50999999999999;25.127499999999998;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C00314;276;3;96.33;32.11;3;0.0;0.0;Black;1;0.6319492282297251;Medio
C04512;72;2;43.28;21.64;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04514;173;4;207.64900000000003;51.91225000000001;3;0.25;0.0;Oro;0;0.6319492282297251;Medio
C04515;170;4;263.515;65.87875;3;0.5;0.0;Oro;0;0.6319492282297251;Medio
C04523;232;3;121.966;40.65533333333333;3;0.3333333333333333;0.0;Oro;1;0.6319492282297251;Medio
C04524;166;2;87.28;43.64;2;0.0;0.5;Bronce;1;0.6319492282297251;Medio
C00635;249;4;187.53;46.8825;2;0.0;0.25;Plata;1;0.6319492282297251;Medio
C00636;47;4;85.28;21.32;4;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C00642;336;4;180.405;45.10125;4;0.25;0.0;Bronce;0;0.6319492282297251;Medio
C00304;149;2;111.78;55.89;2;0.5;0.5;Bronce;0;0.6319492282297251;Medio
C00563;92;4;109.56;27.39;3;0.0;0.5;Bronce;0;0.6319492282297251;Medio
C00570;80;3;70.44;23.48;1;0.3333333333333333;0.3333333333333333;Bronce;1;0.6319492282297251;Medio
C00571;24;4;241.31;60.3275;3;0.0;0.25;Bronce;1;0.6319492282297251;Medio
C00575;87;3;83.61099999999999;27.87033333333333;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C04105;164;3;213.28;71.09333333333333;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04108;172;3;59.980000000000004;19.993333333333336;3;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C04116;126;4;93.12;23.28;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04117;24;4;150.88400000000001;37.721000000000004;3;0.75;0.25;Oro;1;0.6319492282297251;Medio
C04118;98;2;50.592000000000006;25.296000000000003;2;1.0;0.0;Bronce;1;0.6319492282297251;Medio
C04124;264;3;55.714;18.57133333333333;2;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C04474;274;3;81.21000000000001;27.070000000000004;3;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C00609;65;2;73.27199999999999;36.635999999999996;2;0.5;0.0;Oro;0;0.6319492282297251;Medio
C04483;88;3;92.406;30.802000000000003;2;0.3333333333333333;0.0;Plata;1;0.6319492282297251;Medio
C04487;34;4;286.62;71.655;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04490;274;1;55.32000000000001;55.32000000000001;1;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C04491;47;1;11.05;11.05;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C04492;172;2;44.400000000000006;22.200000000000003;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00327;0;3;57.6;19.2;3;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00330;71;4;143.55;35.8875;2;0.0;0.0;Oro;1;0.6319492282297251;Medio
C04494;118;4;228.28000000000003;57.07000000000001;3;0.0;0.0;Plata;0;0.6319492282297251;Medio
C04497;114;4;95.225;23.80625;3;0.25;0.25;Bronce;1;0.6319492282297251;Medio
C04502;136;4;156.632;39.158;4;0.25;0.0;Bronce;1;0.6319492282297251;Medio
C04126;402;3;135.30100000000002;45.10033333333334;2;0.6666666666666666;0.0;Plata;0;0.6319492282297251;Medio
C04477;627;1;19.66;19.66;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00610;34;2;56.25;28.125;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C04057;301;3;96.52000000000001;32.17333333333334;2;0.0;0.3333333333333333;Bronce;0;0.6319492282297251;Medio
C04062;548;4;43.42;10.855;2;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04068;143;3;106.83200000000001;35.61066666666667;3;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C00580;78;2;32.0;16.0;1;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C00581;289;2;82.125;41.0625;2;1.0;0.0;Oro;0;0.6319492282297251;Medio
C00582;12;3;114.015;38.005;2;0.3333333333333333;0.0;Bronce;0;0.6319492282297251;Medio
C00586;555;1;28.46;28.46;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00588;27;3;89.33;29.776666666666667;3;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00591;98;4;140.248;35.062;4;0.5;0.0;Black;1;0.6319492282297251;Medio
C00593;137;2;71.576;35.788;2;0.5;0.0;Plata;1;0.6319492282297251;Medio
C04103;157;2;33.504000000000005;16.752000000000002;2;1.0;0.0;Bronce;1;0.6319492282297251;Medio
C04073;116;4;230.44549999999998;57.611374999999995;4;0.5;0.0;Bronce;0;0.6319492282297251;Medio
C04074;243;4;231.418;57.8545;4;0.25;0.25;Bronce;0;0.6319492282297251;Medio
C04082;265;4;276.3;69.075;4;0.0;0.0;Plata;0;0.6319492282297251;Medio
C04083;64;4;98.27000000000001;24.567500000000003;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04086;143;4;208.522;52.1305;4;0.25;0.25;Plata;1;0.6319492282297251;Medio
C04088;135;3;119.69;39.89666666666667;2;0.0;0.0;Plata;1;0.6319492282297251;Medio
C04089;81;4;152.516;38.129;3;0.25;0.0;Plata;1;0.6319492282297251;Medio
C04090;25;4;136.57999999999998;34.144999999999996;3;0.0;0.25;Plata;1;0.6319492282297251;Medio
C04091;226;2;33.74;16.87;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C04097;54;2;64.55;32.275;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C04102;42;3;61.3;20.433333333333334;3;0.0;0.0;Plata;1;0.6319492282297251;Medio
C00594;132;4;102.57;25.6425;4;0.25;0.0;Plata;1;0.6319492282297251;Medio
C03852;48;3;153.84199999999998;51.28066666666666;3;0.3333333333333333;0.0;Plata;0;0.6319492282297251;Medio
C03855;242;4;110.447;27.61175;3;0.25;0.0;Plata;0;0.6319492282297251;Medio
C03860;93;3;67.97;22.656666666666666;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C00707;225;4;128.2125;32.053125;2;0.25;0.0;Bronce;0;0.6319492282297251;Medio
C04527;51;4;181.85;45.4625;4;0.0;0.25;Bronce;1;0.6319492282297251;Medio
C04528;87;4;129.465;32.36625;3;0.25;0.0;Bronce;0;0.6319492282297251;Medio
C04531;63;3;61.494;20.498;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C04534;131;3;79.33;26.44333333333333;3;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C04542;179;4;177.46;44.365;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00286;24;3;57.32;19.106666666666666;3;0.0;0.3333333333333333;Plata;0;0.6319492282297251;Medio
C00294;467;2;24.9185;12.45925;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C03968;570;1;23.36;23.36;1;0.0;0.0;Oro;0;0.6319492282297251;Medio
C00296;123;4;97.22;24.305;3;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C04543;168;4;161.29;40.3225;4;0.0;0.0;Oro;0;0.6319492282297251;Medio
C04551;89;3;154.0;51.333333333333336;2;0.0;0.3333333333333333;Bronce;1;0.6319492282297251;Medio
C04552;144;3;100.87;33.623333333333335;2;0.0;0.0;Bronce;0;0.6319492282297251;Medio
C04553;297;2;55.45;27.725;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C00714;147;4;74.25;18.5625;4;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00716;251;3;120.643;40.214333333333336;3;0.3333333333333333;0.0;Bronce;1;0.6319492282297251;Medio
C00717;242;2;18.122;9.061;2;0.5;0.0;Bronce;1;0.6319492282297251;Medio
C00718;134;3;147.852;49.284;2;0.3333333333333333;0.0;Oro;0;0.6319492282297251;Medio
C00720;297;1;13.96;13.96;1;0.0;0.0;Plata;1;0.6319492282297251;Medio
C03864;234;1;45.84;45.84;1;0.0;0.0;Bronce;1;0.6319492282297251;Medio
C00295;135;1;48.56;48.56;1;0.0;0.0;Bronce;0;0.6319492282297251;Medio
