id_cliente;segmento_rfm;cluster;recencia;frecuencia;monto;margen;ticket_promedio;categorias_distintas;online_rate;segmento_programa;distrito
C01284;Leales de valor;2;105;6;633.947;247.367;105.65783333333333;4;0.0;Bronce;Miraflores
C01285;En riesgo;1;246;2;114.91000000000001;30.610000000000007;57.455000000000005;2;0.0;Plata;Surco
C01286;En riesgo;1;263;4;79.24000000000001;26.17;19.810000000000002;3;0.0;Bronce;Arequipa
C01287;Leales de valor;2;302;4;267.34999999999997;90.58;66.83749999999999;3;0.25;Bronce;La Molina
C01288;En riesgo;1;374;2;19.15;4.669999999999998;9.575;2;0.0;Bronce;Los Olivos
C01289;Leales de valor;2;59;8;171.115;54.48500000000001;21.389375;5;0.0;Plata;Callao
C01290;Leales de valor;2;137;11;540.977;157.64700000000002;49.17972727272727;5;0.0;Bronce;Piura
C01291;Ocasionales;3;9;7;326.34000000000003;88.50999999999999;46.620000000000005;4;0.0;Bronce;Huancayo
C01292;En riesgo;1;155;3;125.81;38.66;41.93666666666667;3;0.0;Bronce;Arequipa
C01293;Campeones;0;11;29;1548.432;486.23199999999997;53.39420689655172;10;0.10344827586206896;Bronce;La Molina
C01294;Campeones;0;41;24;1318.15;447.61000000000007;54.92291666666667;7;0.0;Bronce;San Isidro
C01295;En riesgo;1;268;3;85.94;22.23;28.646666666666665;3;0.0;Bronce;Comas
C01296;Campeones;0;4;69;2899.514;807.374;41.42162857142857;10;0.14285714285714285;Bronce;Huancayo
C01297;Ocasionales;3;15;9;409.74649999999997;137.2865;45.527388888888886;6;0.0;Oro;Huancayo
C01298;Leales de valor;2;79;10;493.406;154.806;49.3406;7;0.1;Bronce;Callao
C01299;Leales de valor;2;48;7;332.1165;119.38649999999998;47.44521428571428;4;0.0;Plata;San Miguel
C01300;Ocasionales;3;9;4;240.145;57.014999999999986;60.03625;3;0.0;Bronce;Los Olivos
C01301;En riesgo;1;78;4;144.06;70.67;36.015;3;0.0;Bronce;Ate
C01303;Leales de valor;2;164;7;216.11;74.69;30.872857142857146;5;0.0;Bronce;San Isidro
C01304;En riesgo;1;170;3;95.888;30.108;31.962666666666667;2;0.0;Bronce;San Isidro
C01305;Ocasionales;3;8;6;246.39249999999998;69.5525;41.065416666666664;6;0.0;Bronce;Surco
C01306;Campeones;0;6;15;878.143;245.28300000000004;58.54286666666667;7;0.0;Bronce;Arequipa
C01307;En riesgo;1;127;4;111.2215;33.101499999999994;27.805375;3;0.0;Plata;Ate
C01308;Leales de valor;2;42;10;337.78000000000003;95.78000000000002;33.778000000000006;6;0.1;Bronce;Surco
C01309;En riesgo;1;713;1;136.25;52.44999999999999;136.25;1;0.0;Plata;San Miguel
C01310;Leales de valor;2;159;8;399.644;123.944;49.9555;6;0.0;Plata;Callao
C01311;En riesgo;1;409;1;144.85;42.85;144.85;1;0.0;Plata;Surco
C01312;En riesgo;1;229;5;176.079;45.528999999999996;35.2158;3;0.2;Bronce;Ate
C01313;En riesgo;1;370;2;25.07;8.9;12.535;2;0.5;Bronce;Ate
C01314;Leales de valor;2;112;10;709.7025;250.88250000000005;70.97025;5;0.3;Bronce;Miraflores
C01315;En riesgo;1;656;2;73.53;18.069999999999997;36.765;2;0.0;Bronce;Miraflores
C01316;Leales de valor;2;105;9;589.8675000000001;231.82750000000004;65.54083333333334;6;0.1111111111111111;Bronce;Trujillo
C01317;En riesgo;1;462;2;103.66999999999999;39.819999999999986;51.834999999999994;2;0.0;Plata;Trujillo
C01318;En riesgo;1;168;3;70.21;22.39;23.403333333333332;3;0.0;Bronce;Arequipa
C01319;Ocasionales;3;24;5;199.281;63.521;39.8562;4;0.2;Bronce;Los Olivos
C01320;Ocasionales;3;25;6;497.83;266.13;82.97166666666666;4;0.0;Bronce;Cusco
C01321;Leales de valor;2;65;3;234.8;90.12;78.26666666666667;3;0.3333333333333333;Bronce;Ate
C01322;Leales de valor;2;153;19;1164.971;295.80100000000004;61.314263157894736;9;0.21052631578947367;Plata;San Miguel
C01323;Leales de valor;2;152;11;277.229;80.579;25.202636363636362;6;0.09090909090909091;Bronce;Chiclayo
C01324;Campeones;0;8;30;1305.055;436.415;43.50183333333334;9;0.16666666666666666;Bronce;Miraflores
C01325;Leales de valor;2;235;7;174.831;52.511;24.97585714285714;3;0.42857142857142855;Plata;Piura
C01326;Leales de valor;2;76;6;207.26600000000002;62.026;34.544333333333334;4;0.0;Bronce;Huancayo
C01327;Leales de valor;2;162;5;190.54000000000002;62.65000000000001;38.108000000000004;4;0.2;Bronce;Surco
C01328;En riesgo;1;505;2;43.598;10.007999999999996;21.799;2;0.0;Bronce;Cusco
C01329;Ocasionales;3;18;7;286.71000000000004;105.27;40.95857142857143;5;0.14285714285714285;Plata;Huancayo
C01330;Leales de valor;2;53;5;244.4;72.86000000000001;48.88;4;0.0;Plata;No Especificado
C01331;Ocasionales;3;23;13;825.538;253.76800000000003;63.502923076923075;7;0.0;Oro;Chiclayo
C01332;En riesgo;1;348;5;173.52;53.400000000000006;34.704;4;0.0;Bronce;Comas
C01333;Ocasionales;3;9;7;185.553;44.553;26.507571428571428;6;0.14285714285714285;Bronce;Ate
C01334;En riesgo;1;244;3;37.903999999999996;10.143999999999998;12.634666666666666;3;0.0;Bronce;San Miguel
C01335;Leales de valor;2;135;4;524.13;212.94;131.0325;4;0.0;Oro;Los Olivos
C01336;Campeones;0;1;58;2188.6785;659.7585;37.73583620689655;10;0.08620689655172414;Plata;Ate
C01337;En riesgo;1;147;5;133.36;34.38999999999999;26.672000000000004;5;0.0;Bronce;Cusco
C01338;Leales de valor;2;161;5;204.23;78.78;40.846;5;0.4;Bronce;Piura
C01339;Campeones;0;0;45;2166.9415;626.1415;48.15425555555555;9;0.022222222222222223;Plata;Piura
C01340;Ocasionales;3;12;9;128.96;46.620000000000005;14.32888888888889;3;0.1111111111111111;Bronce;Cusco
C01341;Leales de valor;2;122;11;307.583;93.54300000000002;27.96209090909091;8;0.18181818181818182;Bronce;No Especificado
C01342;Leales de valor;2;70;6;213.4605;53.1605;35.57675;4;0.0;Bronce;San Isidro
C01343;Leales de valor;2;69;6;261.048;57.448;43.508;6;0.0;Bronce;Callao
C01344;En riesgo;1;220;2;83.89250000000001;20.142499999999995;41.946250000000006;2;0.0;Plata;Callao
C01345;Leales de valor;2;67;15;588.7735;162.7135;39.25156666666667;9;0.06666666666666667;Plata;Surco
C01346;Leales de valor;2;67;17;683.8535;243.4835;40.22667647058824;7;0.23529411764705882;Bronce;Los Olivos
C01347;Leales de valor;2;167;6;174.15;53.209999999999994;29.025000000000002;4;0.0;Plata;Callao
C01348;Leales de valor;2;111;6;393.55;105.56;65.59166666666667;5;0.0;Bronce;Arequipa
C01349;Ocasionales;3;10;9;438.622;135.592;48.73577777777778;6;0.0;Oro;Ate
C01350;Leales de valor;2;65;8;395.90049999999997;114.87049999999999;49.487562499999996;5;0.125;Bronce;Miraflores
C01351;Leales de valor;2;190;8;278.27;89.08000000000001;34.78375;4;0.0;Oro;Trujillo
C01352;Campeones;0;11;19;1007.474;319.574;53.02494736842105;8;0.05263157894736842;Oro;Miraflores
C01353;Ocasionales;3;18;7;300.76;106.47000000000001;42.965714285714284;4;0.0;Oro;Surco
C01354;Ocasionales;3;10;6;279.23;67.49999999999999;46.538333333333334;4;0.16666666666666666;Bronce;Piura
C01355;Ocasionales;3;39;5;168.06;66.3;33.612;4;0.0;Oro;Huancayo
C01356;En riesgo;1;54;3;69.89;22.910000000000004;23.296666666666667;2;0.3333333333333333;Bronce;Callao
C01357;Leales de valor;2;139;6;217.97;73.74000000000001;36.32833333333333;4;0.0;Black;Los Olivos
C01358;En riesgo;1;308;3;138.56;49.06000000000002;46.18666666666667;3;0.0;Plata;Arequipa
C01359;En riesgo;1;281;2;73.132;19.692;36.566;2;0.0;Bronce;Piura
C01360;Leales de valor;2;99;7;267.84000000000003;71.92;38.26285714285715;4;0.42857142857142855;Plata;San Isidro
C01361;Campeones;0;7;19;766.418;221.368;40.33778947368421;8;0.05263157894736842;Plata;Ate
C01362;Leales de valor;2;241;7;300.462;93.99199999999999;42.92314285714286;5;0.14285714285714285;Oro;Piura
C01363;Leales de valor;2;338;8;319.618;78.16800000000002;39.95225;4;0.125;Bronce;No Especificado
C01364;En riesgo;1;214;1;35.08;14.099999999999998;35.08;1;0.0;Bronce;Ate
C01365;En riesgo;1;180;3;113.85;48.55000000000001;37.949999999999996;3;0.0;Bronce;Huancayo
C01366;En riesgo;1;104;2;15.9725;4.2425;7.98625;2;0.5;Bronce;Surco
C01367;En riesgo;1;73;4;114.41;31.43;28.6025;4;0.25;Plata;Comas
C01368;En riesgo;1;218;3;131.496;24.576;43.832;3;0.3333333333333333;Oro;Trujillo
C01369;Leales de valor;2;386;5;312.44800000000004;96.56800000000001;62.48960000000001;4;0.0;Plata;Ate
C01370;En riesgo;1;170;5;150.29;46.959999999999994;30.058;5;0.0;Bronce;Los Olivos
C01371;Campeones;0;4;59;2549.918;739.9680000000001;43.21894915254237;10;0.06779661016949153;Oro;Arequipa
C01372;Ocasionales;3;33;14;573.913;205.593;40.993785714285714;7;0.07142857142857142;Oro;San Isidro
C01373;Leales de valor;2;313;3;374.905;144.025;124.96833333333332;3;0.3333333333333333;Black;Surco
C01374;En riesgo;1;103;1;54.69;15.6;54.69;1;1.0;Bronce;Callao
C01375;Leales de valor;2;137;8;315.4855;119.56550000000001;39.4356875;5;0.25;Bronce;Huancayo
C01376;Campeones;0;4;45;1651.857;521.817;36.70793333333333;10;0.06666666666666667;Plata;San Miguel
C01377;Leales de valor;2;218;6;422.5625;130.9425;70.42708333333333;3;0.16666666666666666;Bronce;Cusco
C01378;Ocasionales;3;27;7;200.617;61.40700000000001;28.65957142857143;4;0.14285714285714285;Oro;Surco
C01379;Ocasionales;3;19;5;276.49;91.53;55.298;3;0.0;Plata;Miraflores
C01380;Leales de valor;2;231;8;183.198;46.068;22.89975;6;0.0;Oro;Arequipa
C01381;Leales de valor;2;94;11;530.936;144.466;48.266909090909095;5;0.09090909090909091;Bronce;Piura
C01382;Ocasionales;3;11;5;182.4685;54.3185;36.493700000000004;3;0.2;Black;Callao
C01383;En riesgo;1;132;4;107.6215;31.251499999999997;26.905375;4;0.0;Oro;San Miguel
C01384;En riesgo;1;163;3;91.19;31.060000000000002;30.396666666666665;3;0.3333333333333333;Plata;Huancayo
C01385;Ocasionales;3;28;2;226.5;84.30000000000001;113.25;1;0.0;Bronce;No Especificado
C01386;Leales de valor;2;171;6;210.986;74.71600000000001;35.16433333333333;5;0.0;Plata;No Especificado
C01387;Leales de valor;2;385;6;243.6345;96.57449999999999;40.60575;5;0.16666666666666666;Bronce;San Isidro
C01388;Leales de valor;2;80;7;206.352;64.73200000000001;29.478857142857144;4;0.0;Black;Trujillo
C01389;Ocasionales;3;14;4;233.71999999999997;77.06;58.42999999999999;4;0.0;Plata;Ate
C01390;En riesgo;1;155;3;86.79;30.24;28.930000000000003;3;0.0;Plata;Comas
C01391;Leales de valor;2;160;6;362.034;112.00400000000002;60.339;4;0.16666666666666666;Oro;Piura
C01392;Leales de valor;2;132;15;720.8910000000001;256.78100000000006;48.059400000000004;8;0.0;Plata;Piura
C01393;Campeones;0;4;23;1154.3215;399.2415;50.18789130434783;8;0.34782608695652173;Oro;No Especificado
C01394;Leales de valor;2;178;9;374.43100000000004;104.99100000000001;41.60344444444445;6;0.1111111111111111;Plata;No Especificado
C01395;En riesgo;1;196;1;32.25;10.23;32.25;1;0.0;Plata;La Molina
C01396;Leales de valor;2;112;6;314.46;72.88000000000001;52.41;3;0.0;Bronce;Arequipa
C01397;En riesgo;1;12;3;60.11;21.339999999999996;20.036666666666665;3;0.0;Oro;Huancayo
C01398;Leales de valor;2;177;16;493.012;210.09199999999998;30.81325;8;0.0625;Bronce;Miraflores
C01399;Leales de valor;2;62;6;401.649;136.829;66.9415;4;0.0;Plata;La Molina
C01400;Ocasionales;3;27;5;187.44;51.5;37.488;4;0.0;Oro;Arequipa
C01401;Leales de valor;2;106;8;332.16600000000005;100.30600000000003;41.52075000000001;4;0.125;Bronce;Huancayo
C01402;En riesgo;1;366;3;94.57;33.29;31.52333333333333;2;0.3333333333333333;Plata;Callao
C01403;Ocasionales;3;31;5;163.21;53.43000000000001;32.642;4;0.0;Plata;Cusco
C01404;Ocasionales;3;8;4;112.42;37.550000000000004;28.105;3;0.0;Bronce;Ate
C01405;Leales de valor;2;250;5;298.31600000000003;86.57600000000001;59.6632;4;0.0;Black;Trujillo
C01406;Campeones;0;11;22;1206.5065;401.6065;54.841204545454545;8;0.045454545454545456;Oro;Arequipa
C01407;Campeones;0;10;51;2576.756;867.986;50.52462745098039;8;0.13725490196078433;Bronce;Chiclayo
C01408;Ocasionales;3;11;8;399.581;95.971;49.947625;7;0.0;Plata;Trujillo
C01409;Ocasionales;3;12;3;96.47;28.38;32.156666666666666;3;0.0;Bronce;Trujillo
C01410;En riesgo;1;206;3;64.31;24.149999999999995;21.436666666666667;2;0.0;Bronce;Chiclayo
C01411;Leales de valor;2;326;7;294.6915;109.8615;42.09878571428572;3;0.2857142857142857;Bronce;Arequipa
C01412;Leales de valor;2;68;14;557.2860000000001;191.986;39.80614285714286;8;0.0;Bronce;San Isidro
C01413;Campeones;0;25;20;1281.7365;406.7165;64.086825;8;0.2;Bronce;Huancayo
C01414;Campeones;0;0;71;2820.968;791.418;39.18011111111111;10;0.05555555555555555;Plata;Miraflores
C01415;Ocasionales;3;23;9;550.53;162.15;61.169999999999995;7;0.1111111111111111;Plata;Trujillo
C01416;Leales de valor;2;181;5;255.936;92.41599999999998;51.187200000000004;3;0.0;Bronce;La Molina
C01417;Leales de valor;2;139;9;248.99;74.09;27.665555555555557;4;0.0;Oro;Arequipa
C01418;Campeones;0;17;31;1650.185;506.68500000000006;53.23177419354838;9;0.12903225806451613;Bronce;Callao
C01419;Ocasionales;3;17;7;150.837;49.427;21.548142857142857;5;0.2857142857142857;Black;Comas
C01420;Campeones;0;1;38;1618.9915;494.4115;42.605039473684215;10;0.05263157894736842;Oro;Ate
C01421;Leales de valor;2;126;13;725.831;208.52099999999996;55.83315384615385;8;0.0;Bronce;Trujillo
C01422;Ocasionales;3;3;10;284.036;74.676;28.4036;5;0.0;Bronce;Callao
C01423;Ocasionales;3;21;6;410.512;125.582;68.41866666666667;5;0.3333333333333333;Oro;Huancayo
C01424;Leales de valor;2;90;7;337.818;121.27800000000002;48.25971428571428;6;0.42857142857142855;Bronce;Ate
C01425;Campeones;0;22;37;2059.425;585.9250000000001;55.66013513513514;9;0.1891891891891892;Oro;Trujillo
C01426;Campeones;0;63;18;981.0939999999999;284.144;54.505222222222216;9;0.1111111111111111;Black;Ate
C01427;Leales de valor;2;181;5;457.02;172.84;91.404;4;0.0;Bronce;Cusco
C01428;Ocasionales;3;5;6;315.11;97.25999999999999;52.51833333333334;4;0.16666666666666666;Bronce;Piura
C01429;En riesgo;1;150;6;122.4785;33.5685;20.413083333333333;5;0.16666666666666666;Bronce;Huancayo
C01430;En riesgo;1;220;3;172.68;54.360000000000014;57.56;3;0.0;Bronce;No Especificado
C01431;Leales de valor;2;48;4;347.16;113.14000000000001;86.79;2;0.0;Bronce;Surco
C01432;Ocasionales;3;10;5;369.43;115.42000000000002;73.886;4;0.2;Bronce;Piura
C01433;Leales de valor;2;35;16;616.371;206.131;38.5231875;9;0.0625;Bronce;Trujillo
C01434;Campeones;0;59;26;830.212;249.35200000000003;31.93123076923077;9;0.11538461538461539;Oro;Cusco
C01435;Campeones;0;27;23;1028.474;292.394;44.71626086956521;10;0.043478260869565216;Bronce;Huancayo
C01436;En riesgo;1;471;2;53.650000000000006;21.41;26.825000000000003;2;0.0;Bronce;Los Olivos
C01437;Ocasionales;3;11;14;546.5740000000001;184.66400000000002;39.041000000000004;7;0.07142857142857142;Plata;Miraflores
C01438;Campeones;0;49;23;795.8050000000001;237.875;34.60021739130435;8;0.08695652173913043;Bronce;San Miguel
C01439;Ocasionales;3;19;13;632.8945;223.78450000000004;48.68419230769231;8;0.0;Oro;Callao
C01440;Ocasionales;3;10;9;449.326;149.81600000000003;49.925111111111114;6;0.1111111111111111;Bronce;Chiclayo
C01441;En riesgo;1;179;5;112.01;29.810000000000002;22.402;3;0.0;Bronce;La Molina
C01442;Leales de valor;2;157;7;497.01000000000005;81.08000000000006;71.00142857142858;3;0.2857142857142857;Oro;San Isidro
C01443;Ocasionales;3;9;9;402.79;124.62;44.754444444444445;6;0.0;Bronce;Ate
C01444;Leales de valor;2;416;4;495.06;175.54;123.765;4;0.25;Bronce;Surco
C01445;Leales de valor;2;266;10;798.156;230.106;79.81559999999999;6;0.3;Plata;Los Olivos
C01446;En riesgo;1;524;1;34.25;14.579999999999998;34.25;1;0.0;Plata;San Miguel
C01447;Leales de valor;2;170;4;398.15;148.89999999999998;99.5375;3;0.0;Bronce;Comas
C01448;En riesgo;1;35;1;12.32;4.9;12.32;1;1.0;Black;Los Olivos
C01449;Leales de valor;2;62;9;397.332;124.31200000000001;44.147999999999996;6;0.2222222222222222;Bronce;La Molina
C01450;En riesgo;1;358;2;72.385;7.9050000000000065;36.1925;2;0.0;Plata;San Miguel
C01451;En riesgo;1;75;4;156.01899999999998;47.959;39.004749999999994;2;0.0;Plata;Cusco
C01452;Campeones;0;34;18;605.045;215.195;33.61361111111111;8;0.05555555555555555;Bronce;Chiclayo
C01453;En riesgo;1;91;3;88.0515;20.3515;29.3505;2;0.0;Plata;Cusco
C01454;Ocasionales;3;34;9;532.6805;135.24050000000003;59.18672222222223;5;0.0;Plata;Huancayo
C01455;Ocasionales;3;21;11;401.466;129.666;36.49690909090909;6;0.09090909090909091;Bronce;Callao
C01456;Leales de valor;2;65;9;401.978;127.048;44.66422222222222;6;0.2222222222222222;Plata;Piura
C01457;Leales de valor;2;154;17;807.6899999999999;268.16999999999996;47.51117647058823;9;0.17647058823529413;Plata;Arequipa
C01458;Leales de valor;2;81;6;253.218;70.49799999999999;42.202999999999996;4;0.3333333333333333;Bronce;Miraflores
C01459;En riesgo;1;36;4;107.595;39.495000000000005;26.89875;3;0.0;Bronce;San Miguel
C01460;Ocasionales;3;35;4;184.69;75.37;46.1725;4;0.0;Oro;Los Olivos
C01461;En riesgo;1;122;4;131.36;36.33;32.84;3;0.25;Bronce;Huancayo
C01462;Ocasionales;3;8;9;617.568;234.908;68.61866666666667;5;0.1111111111111111;Bronce;La Molina
C01463;Leales de valor;2;123;5;206.79200000000003;40.62200000000002;41.3584;3;0.2;Bronce;Ate
C01464;Leales de valor;2;48;6;180.91;68.82;30.151666666666667;6;0.0;Bronce;No Especificado
C01465;Leales de valor;2;135;7;495.47249999999997;148.9725;70.7817857142857;5;0.0;Oro;Chiclayo
C01466;En riesgo;1;382;3;99.75;38.080000000000005;33.25;3;0.0;Bronce;Chiclayo
C01467;Leales de valor;2;177;7;412.1005;140.38049999999998;58.871500000000005;5;0.0;Bronce;No Especificado
C01468;Leales de valor;2;137;12;800.84;321.9799999999999;66.73666666666666;6;0.0;Plata;La Molina
C01469;Ocasionales;3;11;5;190.806;62.586;38.1612;4;0.0;Bronce;Piura
C01470;Ocasionales;3;8;13;636.277;177.017;48.94438461538462;8;0.07692307692307693;Plata;Trujillo
C01471;Ocasionales;3;8;7;273.698;84.448;39.099714285714285;6;0.14285714285714285;Plata;Los Olivos
C01472;Leales de valor;2;145;16;457.154;165.824;28.572125;7;0.0625;Bronce;San Miguel
C01473;En riesgo;1;227;6;145.692;47.55200000000001;24.282;3;0.0;Bronce;Miraflores
C01474;En riesgo;1;185;4;117.297;26.797000000000004;29.32425;3;0.0;Bronce;Surco
C01475;Ocasionales;3;11;14;554.68;193.79999999999998;39.62;8;0.21428571428571427;Oro;Callao
C01476;En riesgo;1;86;4;166.65;35.53;41.6625;3;0.0;Bronce;Los Olivos
C01477;Leales de valor;2;183;5;234.577;78.127;46.9154;4;0.0;Bronce;La Molina
C01478;Leales de valor;2;164;10;327.08;100.62999999999998;32.708;6;0.1;Plata;Trujillo
C01479;En riesgo;1;119;2;93.35849999999999;20.308499999999995;46.679249999999996;2;0.0;Bronce;San Miguel
C01480;Leales de valor;2;372;10;549.049;225.679;54.9049;5;0.0;Bronce;San Miguel
C01481;Leales de valor;2;38;12;665.6575;181.5475;55.47145833333334;6;0.0;Plata;San Isidro
C01482;En riesgo;1;177;3;115.22999999999999;25.52;38.41;3;0.0;Bronce;La Molina
C01483;Leales de valor;2;66;7;541.02;171.31;77.28857142857143;6;0.14285714285714285;Plata;Trujillo
C01484;Campeones;0;16;29;1190.7205;356.0105;41.05932758620689;8;0.06896551724137931;Plata;San Miguel
C01485;Ocasionales;3;10;5;138.93;41.86;27.786;4;0.0;Black;Surco
C01486;Campeones;0;10;34;1477.338;446.23800000000006;43.45111764705882;10;0.08823529411764706;Oro;Cusco
C01487;En riesgo;1;242;2;49.989999999999995;14.909999999999998;24.994999999999997;2;0.0;Plata;No Especificado
C01488;Leales de valor;2;164;10;509.706;148.516;50.970600000000005;6;0.0;Bronce;Arequipa
C01489;Leales de valor;2;112;8;509.66;184.71;63.7075;5;0.0;Oro;Callao
C01490;Ocasionales;3;13;14;515.942;159.162;36.853;10;0.07142857142857142;Plata;Ate
C01491;Leales de valor;2;154;8;516.45;149.43;64.55625;6;0.0;Bronce;Piura
C01492;Campeones;0;68;32;1512.2555;473.4655;47.257984375;9;0.0625;Plata;Huancayo
C01493;En riesgo;1;166;3;53.120000000000005;14.670000000000002;17.706666666666667;3;0.3333333333333333;Plata;La Molina
C01494;Ocasionales;3;16;4;222.89000000000001;75.17999999999998;55.722500000000004;3;0.0;Bronce;Chiclayo
C01495;Ocasionales;3;8;5;183.04;52.21;36.608;4;0.2;Plata;La Molina
C01496;En riesgo;1;261;3;83.33;25.82;27.776666666666667;3;0.0;Bronce;La Molina
C01497;En riesgo;1;150;5;120.02;43.39;24.003999999999998;3;0.0;Oro;Comas
C01498;Leales de valor;2;122;14;754.453;226.523;53.8895;7;0.0;Bronce;Surco
C01499;Leales de valor;2;160;7;367.873;136.08299999999997;52.553285714285714;6;0.0;Oro;La Molina
C01500;Ocasionales;3;23;13;615.298;193.57799999999997;47.330615384615385;8;0.15384615384615385;Bronce;La Molina
C01501;Ocasionales;3;6;5;121.54;36.52;24.308;4;0.0;Bronce;Cusco
C01502;Campeones;0;22;1450;65981.456;20439.616;45.06930054644809;10;0.09221311475409837;Bronce;Ate
C01503;En riesgo;1;145;5;161.39;51.510000000000005;32.278;4;0.0;Bronce;Ate
C01504;Leales de valor;2;212;12;502.01;202.43;41.83416666666667;6;0.08333333333333333;Bronce;La Molina
C01505;Ocasionales;3;27;9;446.245;131.61499999999998;49.58277777777778;7;0.0;Bronce;Ate
C01506;Leales de valor;2;66;13;649.132;146.48200000000006;49.93323076923077;5;0.07692307692307693;Bronce;San Miguel
C01507;En riesgo;1;138;4;144.87;52.379999999999995;36.2175;2;0.0;Bronce;Piura
C01508;Leales de valor;2;85;9;218.478;57.428000000000004;24.275333333333336;6;0.0;Plata;No Especificado
C01509;Ocasionales;3;6;4;82.28;27.42;20.57;3;0.0;Plata;Los Olivos
C01510;Leales de valor;2;284;8;139.64600000000002;31.305999999999997;17.455750000000002;5;0.0;Plata;Huancayo
C01511;En riesgo;1;151;4;200.83200000000002;48.84200000000001;50.208000000000006;4;0.25;Bronce;Ate
C01512;Leales de valor;2;147;5;234.898;74.528;46.9796;4;0.0;Black;Arequipa
C01513;Leales de valor;2;200;9;460.65200000000004;151.65200000000002;51.18355555555556;6;0.2222222222222222;Oro;Ate
C01514;Leales de valor;2;128;22;643.518;185.40800000000002;29.250818181818182;9;0.045454545454545456;Plata;Piura
C01515;Ocasionales;3;19;14;472.21200000000005;156.61200000000002;33.72942857142858;8;0.07142857142857142;Bronce;Surco
C01516;Leales de valor;2;163;6;149.86;49.57;24.97666666666667;4;0.0;Plata;Huancayo
C01517;Ocasionales;3;20;7;687.3660000000001;112.96600000000002;98.19514285714287;3;0.0;Bronce;Arequipa
C01518;Leales de valor;2;195;7;355.46799999999996;101.98800000000001;50.781142857142854;4;0.0;Plata;San Miguel
C01519;Leales de valor;2;122;7;250.655;80.10499999999999;35.807857142857145;5;0.14285714285714285;Plata;Callao
C01520;En riesgo;1;113;4;136.01;37.739999999999995;34.0025;4;0.0;Bronce;Trujillo
C01521;En riesgo;1;168;1;21.44;5.860000000000001;21.44;1;0.0;Bronce;San Miguel
C01522;Leales de valor;2;74;4;270.692;73.89200000000001;67.673;4;0.25;Bronce;La Molina
C01523;Ocasionales;3;12;11;629.35;179.02000000000004;57.21363636363637;7;0.18181818181818182;Plata;Comas
C01524;Leales de valor;2;161;6;164.61;84.48;27.435000000000002;4;0.16666666666666666;Plata;Trujillo
C01525;Leales de valor;2;435;6;297.82;99.67999999999998;49.63666666666666;5;0.0;Plata;Piura
C01526;Leales de valor;2;55;5;145.42749999999998;43.457499999999996;29.085499999999996;4;0.0;Bronce;Surco
C01527;Ocasionales;3;20;10;604.489;228.75900000000001;60.4489;8;0.1;Bronce;Huancayo
C01528;Leales de valor;2;64;5;157.988;45.608000000000004;31.5976;5;0.0;Oro;Comas
C01529;Leales de valor;2;170;5;194.057;55.53700000000001;38.8114;2;0.0;Plata;Comas
C01530;En riesgo;1;139;2;102.69;27.59;51.345;2;0.0;Plata;Trujillo
C01531;En riesgo;1;388;3;53.692;18.232000000000003;17.897333333333332;2;0.3333333333333333;Bronce;San Miguel
C01532;En riesgo;1;129;3;177.249;38.23900000000001;59.083;2;0.0;Plata;San Miguel
C01533;Leales de valor;2;176;8;206.02;80.28999999999999;25.7525;7;0.0;Bronce;Comas
C01534;En riesgo;1;428;3;200.92600000000002;70.80600000000001;66.97533333333334;3;0.0;Bronce;Trujillo
C01535;Campeones;0;39;23;1180.878;385.388;51.34252173913043;9;0.0;Bronce;Arequipa
C01536;Ocasionales;3;25;6;308.378;80.768;51.39633333333333;5;0.0;Bronce;No Especificado
C01537;Campeones;0;25;18;749.3025;233.9025;41.627916666666664;9;0.0;Plata;Piura
C01538;Ocasionales;3;1;8;289.98;92.62;36.2475;5;0.0;Oro;Trujillo
C01539;Leales de valor;2;194;6;170.5615;53.661500000000004;28.426916666666667;5;0.16666666666666666;Plata;Los Olivos
C01540;Campeones;0;7;18;706.5845;186.36450000000002;39.254694444444446;9;0.1111111111111111;Bronce;Arequipa
C01541;Leales de valor;2;59;5;526.51;128.08;105.30199999999999;3;0.4;Bronce;Ate
C01542;Leales de valor;2;129;17;476.2505;140.6405;28.014735294117646;8;0.11764705882352941;Plata;San Miguel
C01543;En riesgo;1;262;3;97.56;33.63999999999999;32.52;3;0.0;Bronce;Los Olivos
C01544;Ocasionales;3;12;13;513.11;164.41000000000003;39.47;6;0.07692307692307693;Bronce;No Especificado
C01545;Leales de valor;2;296;8;354.635;121.53500000000003;44.329375;5;0.0;Plata;Piura
C01546;Leales de valor;2;213;6;277.514;87.684;46.25233333333333;6;0.0;Oro;Miraflores
C01547;En riesgo;1;34;4;129.71699999999998;30.976999999999997;32.429249999999996;4;0.0;Bronce;San Miguel
C01548;Leales de valor;2;156;6;404.76;128.82;67.46;4;0.16666666666666666;Bronce;Callao
C01549;En riesgo;1;471;3;99.45;23.23;33.15;3;0.0;Bronce;Piura
C01550;Leales de valor;2;159;5;197.675;55.605000000000004;39.535000000000004;3;0.6;Black;La Molina
C01551;Leales de valor;2;157;14;510.40500000000003;158.51500000000001;36.4575;6;0.0;Oro;La Molina
C01552;Leales de valor;2;211;11;370.126;117.67599999999999;33.64781818181818;8;0.09090909090909091;Bronce;Miraflores
C01553;Leales de valor;2;74;8;329.36;114.82000000000002;41.17;3;0.0;Plata;Ate
